transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME	MG_max	MT_max
T3	TIGR00974	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s02c: phosphate ABC transporter, permease protein PstA	4.056201068446795	4.9241447535428176
T3	TIGR00974	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s02c: phosphate ABC transporter, permease protein PstA	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0005524	ATP binding	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0005524	ATP binding	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0005524	ATP binding	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0005524	ATP binding	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0009898	cytoplasmic side of plasma membrane	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0009898	cytoplasmic side of plasma membrane	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0009898	cytoplasmic side of plasma membrane	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0009898	cytoplasmic side of plasma membrane	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR00972	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s01c2: phosphate ABC transporter, ATP-binding protein	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0005887	integral component of plasma membrane	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0005887	integral component of plasma membrane	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0005887	integral component of plasma membrane	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0005887	integral component of plasma membrane	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR02138	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	phosphate_pstC: phosphate ABC transporter, permease protein PstC	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0030288	outer membrane-bounded periplasmic space	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0030288	outer membrane-bounded periplasmic space	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0030288	outer membrane-bounded periplasmic space	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0030288	outer membrane-bounded periplasmic space	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0006817	phosphate ion transport	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0031362	anchored component of external side of plasma membrane	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0031362	anchored component of external side of plasma membrane	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0031362	anchored component of external side of plasma membrane	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0031362	anchored component of external side of plasma membrane	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0042301	phosphate ion binding	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0042301	phosphate ion binding	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0042301	phosphate ion binding	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T3	TIGR00975	Transport and binding proteins	Anions	GO:0042301	phosphate ion binding	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS	4.056201068446795	4.9241447535428176
T30	TIGR00841	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0008508	bile acid:sodium symporter activity	bass: bile acid transporter	0.0	0.0
T30	TIGR00841	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015721	bile acid and bile salt transport	bass: bile acid transporter	0.0	0.0
T31	TIGR01184	Transport and binding proteins	Other	GO:0005524	ATP binding	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T31	TIGR01184	Transport and binding proteins	Other	GO:0009898	cytoplasmic side of plasma membrane	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T31	TIGR01184	Transport and binding proteins	Other	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T31	TIGR01184	Transport and binding proteins	Other	GO:0015414	ATPase-coupled nitrate transmembrane transporter activity	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T31	TIGR01184	Transport and binding proteins	Other	GO:0015706	nitrate transport	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T31	TIGR01184	Transport and binding proteins	Anions	GO:0005524	ATP binding	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T31	TIGR01184	Transport and binding proteins	Anions	GO:0009898	cytoplasmic side of plasma membrane	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T31	TIGR01184	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T31	TIGR01184	Transport and binding proteins	Anions	GO:0015414	ATPase-coupled nitrate transmembrane transporter activity	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T31	TIGR01184	Transport and binding proteins	Anions	GO:0015706	nitrate transport	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D	0.5303927403463129	0.8194869373025483
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0030288	outer membrane-bounded periplasmic space	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein	1.7858626965591724	1.285894829816299
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein	1.7858626965591724	1.285894829816299
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0031362	anchored component of external side of plasma membrane	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein	1.7858626965591724	1.285894829816299
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0033223	2-aminoethylphosphonate transport	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein	1.7858626965591724	1.285894829816299
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein	1.7858626965591724	1.285894829816299
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0033226	2-aminoethylphosphonate binding	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein	1.7858626965591724	1.285894829816299
T314	TIGR02477	Energy metabolism	Glycolysis/gluconeogenesis	GO:0006096	glycolytic process	PFKA_PPi: diphosphate--fructose-6-phosphate 1-phosphotransferase	0.04758517866560074	0.019975336227709948
T314	TIGR02477	Energy metabolism	Glycolysis/gluconeogenesis	GO:0047334	diphosphate-fructose-6-phosphate 1-phosphotransferase activity	PFKA_PPi: diphosphate--fructose-6-phosphate 1-phosphotransferase	0.04758517866560074	0.019975336227709948
T317	TIGR01782	Transport and binding proteins	Porins	GO:0006810	transport	TonB-Xanth-Caul: TonB-dependent receptor	1.3681270086599295	1.9660628796650763
T317	TIGR01782	Transport and binding proteins	Porins	GO:0022857	transmembrane transporter activity	TonB-Xanth-Caul: TonB-dependent receptor	1.3681270086599295	1.9660628796650763
T317	TIGR01782	Transport and binding proteins	Porins	GO:0019867	outer membrane	TonB-Xanth-Caul: TonB-dependent receptor	1.3681270086599295	1.9660628796650763
T319	TIGR02718	Transport and binding proteins	Cations and iron carrying compounds	GO:0015891	siderophore transport	sider_RhtX_FptX: siderophore transporter, RhtX/FptX family	0.0	0.0
T319	TIGR02718	Transport and binding proteins	Cations and iron carrying compounds	GO:0042927	siderophore transmembrane transporter activity	sider_RhtX_FptX: siderophore transporter, RhtX/FptX family	0.0	0.0
T32	TIGR00727	Transport and binding proteins	Amino acids, peptides and amines	GO:0015198	oligopeptide transmembrane transporter activity	ISP4_OPT: small oligopeptide transporter, OPT family	0.27984835144773595	0.9558053993479708
T32	TIGR00727	Transport and binding proteins	Amino acids, peptides and amines	GO:0015198	oligopeptide transmembrane transporter activity	ISP4_OPT: small oligopeptide transporter, OPT family	0.27984835144773595	0.9558053993479708
T320	TIGR00807	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005342	organic acid transmembrane transporter activity	malonate_madL: malonate transporter, MadL subunit	1.0323565462382582	0.6351902446983231
T320	TIGR00807	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015849	organic acid transport	malonate_madL: malonate transporter, MadL subunit	1.0323565462382582	0.6351902446983231
T325	TIGR03262	Transport and binding proteins	Amino acids, peptides and amines	GO:0005887	integral component of plasma membrane	PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein	0.9528374755762768	0.31981524833222225
T325	TIGR03262	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein	0.9528374755762768	0.31981524833222225
T325	TIGR03262	Transport and binding proteins	Amino acids, peptides and amines	GO:0033223	2-aminoethylphosphonate transport	PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein	0.9528374755762768	0.31981524833222225
T325	TIGR03262	Transport and binding proteins	Amino acids, peptides and amines	GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein	0.9528374755762768	0.31981524833222225
T326	TIGR03708	Central intermediary metabolism	Phosphorus compounds	GO:0005575	cellular_component	poly_P_AMP_trns: polyphosphate:AMP phosphotransferase	0.22216050420868225	0.22159658733885296
T326	TIGR03708	Central intermediary metabolism	Phosphorus compounds	GO:0006797	polyphosphate metabolic process	poly_P_AMP_trns: polyphosphate:AMP phosphotransferase	0.22216050420868225	0.22159658733885296
T326	TIGR03708	Central intermediary metabolism	Phosphorus compounds	GO:0043751	polyphosphate:AMP phosphotransferase activity	poly_P_AMP_trns: polyphosphate:AMP phosphotransferase	0.22216050420868225	0.22159658733885296
T33	TIGR02314	0	0	GO:0005524	ATP binding	ABC_MetN: D-methionine ABC transporter, ATP-binding protein	0.0	0.0
T33	TIGR02314	0	0	GO:0009898	cytoplasmic side of plasma membrane	ABC_MetN: D-methionine ABC transporter, ATP-binding protein	0.0	0.0
T33	TIGR02314	0	0	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	ABC_MetN: D-methionine ABC transporter, ATP-binding protein	0.0	0.0
T33	TIGR02314	0	0	GO:0033232	D-methionine-transporting ATPase activity	ABC_MetN: D-methionine ABC transporter, ATP-binding protein	0.0	0.0
T33	TIGR02314	0	0	GO:0048473	D-methionine transport	ABC_MetN: D-methionine ABC transporter, ATP-binding protein	0.0	0.0
T333	TIGR00983	Transport and binding proteins	Amino acids, peptides and amines	0	0	3a0801s02tim23: mitochondrial import inner membrane translocase subunit	0.0	0.0
T334	TIGR02509	Cellular processes	Pathogenesis	0	0	type_III_yopR: type III secretion effector, YopR family	0.0	0.0
T336	TIGR00894	Transport and binding proteins	Anions	0	0	2A0114euk: Na(+)-dependent inorganic phosphate cotransporter	0.0	0.0
T337	TIGR03922	Protein fate	Protein and peptide secretion and trafficking	GO:0016887	ATPase activity	T7SS_EccA: type VII secretion AAA-ATPase EccA	0.003392347934858509	0.043152276559136116
T337	TIGR03922	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_EccA: type VII secretion AAA-ATPase EccA	0.003392347934858509	0.043152276559136116
T34	TIGR04406	Transport and binding proteins	Other	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T34	TIGR04406	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T34	TIGR04406	Transport and binding proteins	Other	GO:0009898	cytoplasmic side of plasma membrane	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T34	TIGR04406	Transport and binding proteins	Other	GO:0015920	lipopolysaccharide transport	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T34	TIGR04406	Transport and binding proteins	Other	GO:0015221	lipopolysaccharide transmembrane transporter activity	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0043190	ATP-binding cassette (ABC) transporter complex	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0009898	cytoplasmic side of plasma membrane	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015920	lipopolysaccharide transport	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015221	lipopolysaccharide transmembrane transporter activity	LPS_export_lptB: LPS export ABC transporter ATP-binding protein	4.192557726872927	3.2538289145429564
T35	TIGR01297	Transport and binding proteins	Cations and iron carrying compounds	GO:0016020	membrane	CDF: cation diffusion facilitator family transporter	3.503943866929073	12.157229844407382
T35	TIGR01297	Transport and binding proteins	Cations and iron carrying compounds	GO:0006812	cation transport	CDF: cation diffusion facilitator family transporter	3.503943866929073	12.157229844407382
T35	TIGR01297	Transport and binding proteins	Cations and iron carrying compounds	GO:0015562	efflux transmembrane transporter activity	CDF: cation diffusion facilitator family transporter	3.503943866929073	12.157229844407382
T35	TIGR01297	Transport and binding proteins	Cations and iron carrying compounds	GO:0008324	cation transmembrane transporter activity	CDF: cation diffusion facilitator family transporter	3.503943866929073	12.157229844407382
T359	TIGR00921	Transport and binding proteins	Unknown substrate	0	0	2A067: efflux transporter, putative, hydrophobe/amphiphile efflux-3 (HAE3) family	0.0	0.0
T36	TIGR03928	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7_EssCb_Firm: type VII secretion protein EssC	0.0	0.0
T36	TIGR03928	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7_EssCb_Firm: type VII secretion protein EssC	0.0	0.0
T36	TIGR03928	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7_EssCb_Firm: type VII secretion protein EssC	0.0	0.0
T36	TIGR03928	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7_EssCb_Firm: type VII secretion protein EssC	0.0	0.0
T36	TIGR03926	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7_EssB: type VII secretion protein EssB	0.0	0.0
T36	TIGR03926	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7_EssB: type VII secretion protein EssB	0.0	0.0
T36	TIGR03926	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7_EssB: type VII secretion protein EssB	0.0	0.0
T36	TIGR03926	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7_EssB: type VII secretion protein EssB	0.0	0.0
T362	TIGR03434	0	0	GO:0005887	integral component of plasma membrane	ADOP: acidobacterial duplicated orphan permease	0.3035630443823034	0.2724300050195978
T362	TIGR03434	0	0	GO:0006810	transport	ADOP: acidobacterial duplicated orphan permease	0.3035630443823034	0.2724300050195978
T362	TIGR03434	0	0	GO:0003674	molecular_function	ADOP: acidobacterial duplicated orphan permease	0.3035630443823034	0.2724300050195978
T364	TIGR02359	Transport and binding proteins	Other	GO:0006810	transport	thiW: energy coupling factor transporter S component ThiW	0.0	0.0
T364	TIGR02359	Transport and binding proteins	Other	GO:0005215	transporter activity	thiW: energy coupling factor transporter S component ThiW	0.0	0.0
T364	TIGR02359	Transport and binding proteins	Other	GO:0009228	thiamine biosynthetic process	thiW: energy coupling factor transporter S component ThiW	0.0	0.0
T364	TIGR02359	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	GO:0006810	transport	thiW: energy coupling factor transporter S component ThiW	0.0	0.0
T364	TIGR02359	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	GO:0005215	transporter activity	thiW: energy coupling factor transporter S component ThiW	0.0	0.0
T364	TIGR02359	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	GO:0009228	thiamine biosynthetic process	thiW: energy coupling factor transporter S component ThiW	0.0	0.0
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0005524	ATP binding	potA: polyamine ABC transporter, ATP-binding protein	2.1480607241028395	1.6511460324190277
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0005524	ATP binding	potA: polyamine ABC transporter, ATP-binding protein	2.1480607241028395	1.6511460324190277
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0009898	cytoplasmic side of plasma membrane	potA: polyamine ABC transporter, ATP-binding protein	2.1480607241028395	1.6511460324190277
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0009898	cytoplasmic side of plasma membrane	potA: polyamine ABC transporter, ATP-binding protein	2.1480607241028395	1.6511460324190277
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	potA: polyamine ABC transporter, ATP-binding protein	2.1480607241028395	1.6511460324190277
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	potA: polyamine ABC transporter, ATP-binding protein	2.1480607241028395	1.6511460324190277
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0015417	polyamine-transporting ATPase activity	potA: polyamine ABC transporter, ATP-binding protein	2.1480607241028395	1.6511460324190277
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0015417	polyamine-transporting ATPase activity	potA: polyamine ABC transporter, ATP-binding protein	2.1480607241028395	1.6511460324190277
