transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME
T333	TIGR00983	Transport and binding proteins	Amino acids, peptides and amines			3a0801s02tim23: mitochondrial import inner membrane translocase subunit
T334	TIGR02509	Cellular processes	Pathogenesis			type_III_yopR: type III secretion effector, YopR family
T336	TIGR00894	Transport and binding proteins	Anions			2A0114euk: Na(+)-dependent inorganic phosphate cotransporter
T337	TIGR03922	Protein fate	Protein and peptide secretion and trafficking	GO:0016887	ATPase activity	T7SS_EccA: type VII secretion AAA-ATPase EccA
T337	TIGR03922	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_EccA: type VII secretion AAA-ATPase EccA
T359	TIGR00921	Transport and binding proteins	Unknown substrate			2A067: efflux transporter, putative, hydrophobe/amphiphile efflux-3 (HAE3) family
T362	TIGR03434			GO:0005887	integral component of plasma membrane	ADOP: acidobacterial duplicated orphan permease
T362	TIGR03434			GO:0006810	transport	ADOP: acidobacterial duplicated orphan permease
T362	TIGR03434			GO:0003674	molecular_function	ADOP: acidobacterial duplicated orphan permease
T364	TIGR02359	Transport and binding proteins	Other	GO:0006810	transport	thiW: energy coupling factor transporter S component ThiW
T364	TIGR02359	Transport and binding proteins	Other	GO:0005215	transporter activity	thiW: energy coupling factor transporter S component ThiW
T364	TIGR02359	Transport and binding proteins	Other	GO:0009228	thiamine biosynthetic process	thiW: energy coupling factor transporter S component ThiW
T364	TIGR02359	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	GO:0006810	transport	thiW: energy coupling factor transporter S component ThiW
T364	TIGR02359	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	GO:0005215	transporter activity	thiW: energy coupling factor transporter S component ThiW
T364	TIGR02359	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	GO:0009228	thiamine biosynthetic process	thiW: energy coupling factor transporter S component ThiW
T372	TIGR00808	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005342	organic acid transmembrane transporter activity	malonate_madM: malonate transporter, MadM subunit
T372	TIGR00808	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015849	organic acid transport	malonate_madM: malonate transporter, MadM subunit
T374	TIGR00990	Transport and binding proteins	Amino acids, peptides and amines			3a0801s09: mitochondrial precursor proteins import receptor
T379	TIGR04522	Transport and binding proteins	Unknown substrate	GO:0006810	transport	EcfS_MSC_0063: putative energy coupling factor transporter S component
T379	TIGR04522	Transport and binding proteins	Unknown substrate	GO:0005215	transporter activity	EcfS_MSC_0063: putative energy coupling factor transporter S component
T382	TIGR00908	Transport and binding proteins	Amino acids, peptides and amines	GO:0016021	integral component of membrane	2A0305: ethanolamine permease
T382	TIGR00908	Transport and binding proteins	Amino acids, peptides and amines	GO:0006865	amino acid transport	2A0305: ethanolamine permease
T382	TIGR00908	Transport and binding proteins	Amino acids, peptides and amines	GO:0015171	amino acid transmembrane transporter activity	2A0305: ethanolamine permease
T383	TIGR03608	Cellular processes	Toxin production and resistance	GO:0006810	transport	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
T383	TIGR03608	Cellular processes	Toxin production and resistance	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
T383	TIGR03608	Cellular processes	Toxin production and resistance	GO:0005524	ATP binding	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
T383	TIGR03608	Transport and binding proteins	Unknown substrate	GO:0006810	transport	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
T383	TIGR03608	Transport and binding proteins	Unknown substrate	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
T383	TIGR03608	Transport and binding proteins	Unknown substrate	GO:0005524	ATP binding	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
T386	TIGR03415	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein
T386	TIGR03415	Transport and binding proteins	Amino acids, peptides and amines	GO:0015220	choline transmembrane transporter activity	ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein
T386	TIGR03415	Transport and binding proteins	Amino acids, peptides and amines	GO:0015871	choline transport	ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein
T388	TIGR02123	Transport and binding proteins	Unknown substrate	GO:0016020	membrane	TRAP_fused: TRAP transporter, 4TM/12TM fusion protein
T415	TIGR03373	Protein fate	Protein and peptide secretion and trafficking			VI_minor_4: type VI secretion-associated protein, BMA_A0400 family
T415	TIGR03373	Cellular processes	Pathogenesis			VI_minor_4: type VI secretion-associated protein, BMA_A0400 family
T416	TIGR04028	Transport and binding proteins	Unknown substrate			SBP_KPN_01854: ABC transporter substrate binding protein, KPN_01854 family
T421	TIGR01593	Protein fate	Protein and peptide secretion and trafficking	GO:0019835	cytolysis	holin_tox_secr: toxin secretion/phage lysis holin
T421	TIGR01593	Protein fate	Protein and peptide secretion and trafficking	GO:0008565	protein transporter activity	holin_tox_secr: toxin secretion/phage lysis holin
T421	TIGR01593	Mobile and extrachromosomal element functions	Prophage functions	GO:0019835	cytolysis	holin_tox_secr: toxin secretion/phage lysis holin
T421	TIGR01593	Mobile and extrachromosomal element functions	Prophage functions	GO:0008565	protein transporter activity	holin_tox_secr: toxin secretion/phage lysis holin
T429	TIGR02637			GO:0030288	outer membrane-bounded periplasmic space	RhaS: rhamnose ABC transporter, rhamnose-binding protein
T429	TIGR02637			GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	RhaS: rhamnose ABC transporter, rhamnose-binding protein
T429	TIGR02637			GO:0031362	anchored component of external side of plasma membrane	RhaS: rhamnose ABC transporter, rhamnose-binding protein
T429	TIGR02637			GO:0015762	rhamnose transport	RhaS: rhamnose ABC transporter, rhamnose-binding protein
T429	TIGR02637			GO:0033296	rhamnose binding	RhaS: rhamnose ABC transporter, rhamnose-binding protein
T429	TIGR02637			GO:0033297	rhamnose-transporting ATPase activity	RhaS: rhamnose ABC transporter, rhamnose-binding protein
T432	TIGR00980	Transport and binding proteins	Amino acids, peptides and amines			3a0801so1tim17: mitochondrial import inner membrane translocase subunit tim17
T433	TIGR02185	Transport and binding proteins	Unknown substrate	GO:0006810	transport	Trep_Strep: putative ECF transporter S component, Trep_Strep family
T433	TIGR02185	Transport and binding proteins	Unknown substrate	GO:0005215	transporter activity	Trep_Strep: putative ECF transporter S component, Trep_Strep family
T435	TIGR04411	Protein fate	Protein and peptide secretion and trafficking	GO:0015628	protein secretion by the type II secretion system	T2SS_GspN_Lepto: type II secretion system protein N
T445	TIGR00710			GO:0015238	drug transmembrane transporter activity	efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily
T445	TIGR00710			GO:0015893	drug transport	efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily
T447	TIGR02982			GO:0006810	transport	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family
T447	TIGR02982			GO:0042626	ATPase activity, coupled to transmembrane movement of substances	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family
T447	TIGR02982			GO:0043190	ATP-binding cassette (ABC) transporter complex	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family
T447	TIGR02982			GO:0005524	ATP binding	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family
T449	TIGR03358	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	VI_chp_5: type VI secretion protein, VC_A0107 family
T449	TIGR03358	Protein fate	Protein and peptide secretion and trafficking	GO:0033103	protein secretion by the type VI secretion system	VI_chp_5: type VI secretion protein, VC_A0107 family
T449	TIGR03358	Cellular processes	Pathogenesis	GO:0003674	molecular_function	VI_chp_5: type VI secretion protein, VC_A0107 family
T449	TIGR03358	Cellular processes	Pathogenesis	GO:0033103	protein secretion by the type VI secretion system	VI_chp_5: type VI secretion protein, VC_A0107 family
T451	TIGR04549	Unknown function	Enzymes of unknown specificity	GO:0071702	organic substance transport	LP_HExxH_w_tonB: substrate import-associated zinc metallohydrolase lipoprotein
T451	TIGR04549	Unknown function	Enzymes of unknown specificity	GO:0016787	hydrolase activity	LP_HExxH_w_tonB: substrate import-associated zinc metallohydrolase lipoprotein
T457	TIGR03669	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	urea_ABC_arch: urea ABC transporter, substrate-binding protein
T457	TIGR03669	Transport and binding proteins	Amino acids, peptides and amines	GO:0015840	urea transport	urea_ABC_arch: urea ABC transporter, substrate-binding protein
T457	TIGR03669	Transport and binding proteins	Amino acids, peptides and amines	GO:0033219	urea binding	urea_ABC_arch: urea ABC transporter, substrate-binding protein
T457	TIGR03669	Transport and binding proteins	Amino acids, peptides and amines	GO:0033221	urea-transporting ATPase activity	urea_ABC_arch: urea ABC transporter, substrate-binding protein
T459	TIGR03770	Transport and binding proteins	Unknown substrate			anch_rpt_perm: anchored repeat-type ABC transporter, permease subunit
T462	TIGR03658			GO:0020037	heme binding	IsdH_HarA: haptoglobin-binding heme uptake protein HarA
T465	TIGR03409	Transport and binding proteins	Amino acids, peptides and amines	GO:0005887	integral component of plasma membrane	urea_trans_UrtB: urea ABC transporter, permease protein UrtB
T465	TIGR03409	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	urea_trans_UrtB: urea ABC transporter, permease protein UrtB
T465	TIGR03409	Transport and binding proteins	Amino acids, peptides and amines	GO:0015840	urea transport	urea_trans_UrtB: urea ABC transporter, permease protein UrtB
T465	TIGR03409	Transport and binding proteins	Amino acids, peptides and amines	GO:0033221	urea-transporting ATPase activity	urea_trans_UrtB: urea ABC transporter, permease protein UrtB
T468	TIGR02101	Cellular processes	Pathogenesis			IpaC_SipC: type III secretion target, IpaC/SipC family
T473	TIGR03771	Transport and binding proteins	Unknown substrate			anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit
T474	TIGR00862	Transport and binding proteins	Anions			O-ClC: intracellular chloride channel protein
T481	TIGR03427	Transport and binding proteins	Unknown substrate			ABC_peri_uca: ABC transporter periplasmic binding protein, urea carboxylase region
T482	TIGR03647	Transport and binding proteins	Unknown substrate			Na_symport_sm: putative solute:sodium symporter small subunit
T490	TIGR00863	Transport and binding proteins	Cations and iron carrying compounds			P2X: cation transporter protein
T491	TIGR03354	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	VI_FHA: type VI secretion system FHA domain protein
T491	TIGR03354	Protein fate	Protein and peptide secretion and trafficking	GO:0033103	protein secretion by the type VI secretion system	VI_FHA: type VI secretion system FHA domain protein
T491	TIGR03354	Cellular processes	Pathogenesis	GO:0003674	molecular_function	VI_FHA: type VI secretion system FHA domain protein
T491	TIGR03354	Cellular processes	Pathogenesis	GO:0033103	protein secretion by the type VI secretion system	VI_FHA: type VI secretion system FHA domain protein
T500	TIGR02698	Transport and binding proteins	Cations and iron carrying compounds	GO:0006825	copper ion transport	CopY_TcrY: copper transport repressor, CopY/TcrY family
T500	TIGR02698	Transport and binding proteins	Cations and iron carrying compounds	GO:0006355	regulation of transcription, DNA-templated	CopY_TcrY: copper transport repressor, CopY/TcrY family
T500	TIGR02698	Regulatory functions	DNA interactions	GO:0006825	copper ion transport	CopY_TcrY: copper transport repressor, CopY/TcrY family
T500	TIGR02698	Regulatory functions	DNA interactions	GO:0006355	regulation of transcription, DNA-templated	CopY_TcrY: copper transport repressor, CopY/TcrY family
T501	TIGR03357			GO:0003674	molecular_function	VI_zyme: type VI secretion system lysozyme-like protein
T501	TIGR03357			GO:0033103	protein secretion by the type VI secretion system	VI_zyme: type VI secretion system lysozyme-like protein
T511	TIGR03794	Transport and binding proteins	Amino acids, peptides and amines			NHLM_micro_HlyD: NHLM bacteriocin system secretion protein
T511	TIGR03794	Cellular processes	Biosynthesis of natural products			NHLM_micro_HlyD: NHLM bacteriocin system secretion protein
T512	TIGR03863	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			PQQ_ABC_bind: ABC transporter, substrate binding protein, PQQ-dependent alcohol dehydrogenase system
T515	TIGR03348	Cellular processes	Pathogenesis	GO:0003674	molecular_function	VI_IcmF: type VI secretion protein IcmF
T515	TIGR03348	Cellular processes	Pathogenesis	GO:0033103	protein secretion by the type VI secretion system	VI_IcmF: type VI secretion protein IcmF
T519	TIGR00889	Transport and binding proteins	Nucleosides, purines and pyrimidines	GO:0016021	integral component of membrane	2A0110: nucleoside transporter
T519	TIGR00889	Transport and binding proteins	Nucleosides, purines and pyrimidines	GO:0005337	nucleoside transmembrane transporter activity	2A0110: nucleoside transporter
T519	TIGR00889	Transport and binding proteins	Nucleosides, purines and pyrimidines	GO:0015858	nucleoside transport	2A0110: nucleoside transporter
T523	TIGR02498	Cellular processes	Pathogenesis			type_III_ssaH: type III secretion system protein, SsaH family
T529	TIGR03347	Protein fate	Protein and peptide secretion and trafficking	GO:0008565	protein transporter activity	VI_chp_1: type VI secretion protein, VC_A0111 family
T529	TIGR03347	Protein fate	Protein and peptide secretion and trafficking	GO:0033103	protein secretion by the type VI secretion system	VI_chp_1: type VI secretion protein, VC_A0111 family
T529	TIGR03347	Cellular processes	Pathogenesis	GO:0008565	protein transporter activity	VI_chp_1: type VI secretion protein, VC_A0111 family
T529	TIGR03347	Cellular processes	Pathogenesis	GO:0033103	protein secretion by the type VI secretion system	VI_chp_1: type VI secretion protein, VC_A0111 family
T530	TIGR00811	Transport and binding proteins	Other			sit: silicon transporter
T534	TIGR00750	Transport and binding proteins	Amino acids, peptides and amines	GO:0015809	arginine transport	lao: LAO/AO transport system ATPase
T534	TIGR00750	Transport and binding proteins	Amino acids, peptides and amines	GO:0015819	lysine transport	lao: LAO/AO transport system ATPase
T534	TIGR00750	Transport and binding proteins	Amino acids, peptides and amines	GO:0015822	ornithine transport	lao: LAO/AO transport system ATPase
T534	TIGR00750	Transport and binding proteins	Amino acids, peptides and amines	GO:0016772	transferase activity, transferring phosphorus-containing groups	lao: LAO/AO transport system ATPase
T534	TIGR00750	Regulatory functions	Protein interactions	GO:0015809	arginine transport	lao: LAO/AO transport system ATPase
T534	TIGR00750	Regulatory functions	Protein interactions	GO:0015819	lysine transport	lao: LAO/AO transport system ATPase
T534	TIGR00750	Regulatory functions	Protein interactions	GO:0015822	ornithine transport	lao: LAO/AO transport system ATPase
T534	TIGR00750	Regulatory functions	Protein interactions	GO:0016772	transferase activity, transferring phosphorus-containing groups	lao: LAO/AO transport system ATPase
T540	TIGR03657			GO:0020037	heme binding	IsdB: heme uptake protein IsdB
T543	TIGR03027	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides			pepcterm_export: putative polysaccharide export protein, PEP-CTERM sytem-associated
T546	TIGR03359			GO:0003674	molecular_function	VI_chp_6: type VI secretion protein, TIGR03359 family
T546	TIGR03359			GO:0033103	protein secretion by the type VI secretion system	VI_chp_6: type VI secretion protein, TIGR03359 family
T551	TIGR03939			GO:0005215	transporter activity	PGA_TPR_OMP: poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA
T551	TIGR03939			GO:0045203	integral component of cell outer membrane	PGA_TPR_OMP: poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA
T551	TIGR03939			GO:0015774	polysaccharide transport	PGA_TPR_OMP: poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA
T551	TIGR03939			GO:0042710	biofilm formation	PGA_TPR_OMP: poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA
T555	TIGR00776	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			RhaT: RhaT L-rhamnose-proton symporter family protein
T558	TIGR01247	Transport and binding proteins	Other	GO:0005887	integral component of plasma membrane	drrB: daunorubicin resistance ABC transporter membrane protein
T558	TIGR01247	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	drrB: daunorubicin resistance ABC transporter membrane protein
T558	TIGR01247	Transport and binding proteins	Other	GO:0043215	daunorubicin transport	drrB: daunorubicin resistance ABC transporter membrane protein
T558	TIGR01247	Transport and binding proteins	Other	GO:0043216	daunorubicin-transporting ATPase activity	drrB: daunorubicin resistance ABC transporter membrane protein
T568	TIGR01185	Transport and binding proteins	Other	GO:0006810	transport	devC: ABC exporter transmembrane subunit, DevC protein
T568	TIGR01185	Transport and binding proteins	Other	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	devC: ABC exporter transmembrane subunit, DevC protein
T568	TIGR01185	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	devC: ABC exporter transmembrane subunit, DevC protein
T568	TIGR01185	Transport and binding proteins	Other	GO:0016021	integral component of membrane	devC: ABC exporter transmembrane subunit, DevC protein
T571	TIGR03656			GO:0020037	heme binding	IsdC: heme uptake protein IsdC
T575	TIGR00899	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0008643	carbohydrate transport	2A0120: sugar efflux transporter
T575	TIGR00899	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015542	sugar efflux transmembrane transporter activity	2A0120: sugar efflux transporter
T576	TIGR03864	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system
T578	TIGR00993	Transport and binding proteins	Amino acids, peptides and amines			3a0901s04IAP86: chloroplast protein import component Toc86/159, G and M domains
T581	TIGR03411	Transport and binding proteins	Amino acids, peptides and amines	GO:0005524	ATP binding	urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD
T581	TIGR03411	Transport and binding proteins	Amino acids, peptides and amines	GO:0009898	cytoplasmic side of plasma membrane	urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD
T581	TIGR03411	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD
T581	TIGR03411	Transport and binding proteins	Amino acids, peptides and amines	GO:0015840	urea transport	urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD
T581	TIGR03411	Transport and binding proteins	Amino acids, peptides and amines	GO:0033221	urea-transporting ATPase activity	urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD
T584	TIGR00779	Transport and binding proteins	Amino acids, peptides and amines			cad: cadmium resistance transporter family protein
T589	TIGR03772	Transport and binding proteins	Unknown substrate			anch_rpt_subst: anchored repeat ABC transporter, substrate-binding protein
T591	TIGR03349	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	IV_VI_DotU: type IV/VI secretion system protein, DotU family
T591	TIGR03349	Protein fate	Protein and peptide secretion and trafficking	GO:0052048	interaction with host via secreted substance involved in symbiotic interaction	IV_VI_DotU: type IV/VI secretion system protein, DotU family
T591	TIGR03349	Cellular processes	Pathogenesis	GO:0003674	molecular_function	IV_VI_DotU: type IV/VI secretion system protein, DotU family
T591	TIGR03349	Cellular processes	Pathogenesis	GO:0052048	interaction with host via secreted substance involved in symbiotic interaction	IV_VI_DotU: type IV/VI secretion system protein, DotU family
T596	TIGR03861	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			phenyl_ABC_PedC: alcohol ABC transporter, permease protein
T605	TIGR00902	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005887	integral component of plasma membrane	2A0127: MFS transporter, phenyl propionate permease (PPP) family
T605	TIGR00902	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015544	phenyl propionate uniporter activity	2A0127: MFS transporter, phenyl propionate permease (PPP) family
T605	TIGR00902	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0042889	3-phenylpropionic acid transport	2A0127: MFS transporter, phenyl propionate permease (PPP) family
T612	TIGR01002	Cellular processes	Toxin production and resistance			hlyII: beta-channel forming cytolysin
T613	TIGR00893	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			2A0114: D-galactonate transporter
T617	TIGR01778	Transport and binding proteins	Cations and iron carrying compounds	GO:0019867	outer membrane	TonB-copper: TonB-dependent copper receptor
T617	TIGR01778	Transport and binding proteins	Cations and iron carrying compounds	GO:0005375	copper ion transmembrane transporter activity	TonB-copper: TonB-dependent copper receptor
T617	TIGR01778	Transport and binding proteins	Cations and iron carrying compounds	GO:0005507	copper ion binding	TonB-copper: TonB-dependent copper receptor
T617	TIGR01778	Transport and binding proteins	Cations and iron carrying compounds	GO:0006825	copper ion transport	TonB-copper: TonB-dependent copper receptor
T617	TIGR01778	Transport and binding proteins	Porins	GO:0019867	outer membrane	TonB-copper: TonB-dependent copper receptor
T617	TIGR01778	Transport and binding proteins	Porins	GO:0005375	copper ion transmembrane transporter activity	TonB-copper: TonB-dependent copper receptor
T617	TIGR01778	Transport and binding proteins	Porins	GO:0005507	copper ion binding	TonB-copper: TonB-dependent copper receptor
T617	TIGR01778	Transport and binding proteins	Porins	GO:0006825	copper ion transport	TonB-copper: TonB-dependent copper receptor
T620	TIGR00210	Transport and binding proteins	Amino acids, peptides and amines	GO:0015501	glutamate:sodium symporter activity	gltS: sodium/glutamate symporter
T620	TIGR00210	Transport and binding proteins	Amino acids, peptides and amines	GO:0015813	L-glutamate transport	gltS: sodium/glutamate symporter
T624	TIGR03344	Cellular processes	Pathogenesis	GO:0009405	pathogenesis	VI_effect_Hcp1: type VI secretion system effector, Hcp1 family
T624	TIGR03344	Cellular processes	Pathogenesis	GO:0003674	molecular_function	VI_effect_Hcp1: type VI secretion system effector, Hcp1 family
T624	TIGR03344	Cellular processes	Pathogenesis	GO:0052048	interaction with host via secreted substance involved in symbiotic interaction	VI_effect_Hcp1: type VI secretion system effector, Hcp1 family
T627	TIGR01785	Transport and binding proteins	Cations and iron carrying compounds	GO:0006810	transport	TonB-hemin: TonB-dependent heme/hemoglobin receptor family protein
T627	TIGR01785	Transport and binding proteins	Cations and iron carrying compounds	GO:0022857	transmembrane transporter activity	TonB-hemin: TonB-dependent heme/hemoglobin receptor family protein
T627	TIGR01785	Transport and binding proteins	Cations and iron carrying compounds	GO:0019867	outer membrane	TonB-hemin: TonB-dependent heme/hemoglobin receptor family protein
T627	TIGR01785	Transport and binding proteins	Porins	GO:0006810	transport	TonB-hemin: TonB-dependent heme/hemoglobin receptor family protein
T627	TIGR01785	Transport and binding proteins	Porins	GO:0022857	transmembrane transporter activity	TonB-hemin: TonB-dependent heme/hemoglobin receptor family protein
T627	TIGR01785	Transport and binding proteins	Porins	GO:0019867	outer membrane	TonB-hemin: TonB-dependent heme/hemoglobin receptor family protein
T630	TIGR00802	Transport and binding proteins	Cations and iron carrying compounds	GO:0005887	integral component of plasma membrane	nico: transition metal uptake transporter, Ni2+-Co2+ transporter (NiCoT) family
T630	TIGR00802	Transport and binding proteins	Cations and iron carrying compounds	GO:0000041	transition metal ion transport	nico: transition metal uptake transporter, Ni2+-Co2+ transporter (NiCoT) family
T630	TIGR00802	Transport and binding proteins	Cations and iron carrying compounds	GO:0046915	transition metal ion transmembrane transporter activity	nico: transition metal uptake transporter, Ni2+-Co2+ transporter (NiCoT) family
T634	TIGR02568	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	LcrE: type III secretion regulator YopN/LcrE/InvE/MxiC
T634	TIGR02568	Protein fate	Protein and peptide secretion and trafficking	GO:0009986	cell surface	LcrE: type III secretion regulator YopN/LcrE/InvE/MxiC
T634	TIGR02568	Protein fate	Protein and peptide secretion and trafficking	GO:0050709	negative regulation of protein secretion	LcrE: type III secretion regulator YopN/LcrE/InvE/MxiC
T634	TIGR02568	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	LcrE: type III secretion regulator YopN/LcrE/InvE/MxiC
T634	TIGR02568	Cellular processes	Pathogenesis	GO:0009986	cell surface	LcrE: type III secretion regulator YopN/LcrE/InvE/MxiC
T634	TIGR02568	Cellular processes	Pathogenesis	GO:0050709	negative regulation of protein secretion	LcrE: type III secretion regulator YopN/LcrE/InvE/MxiC
T635	TIGR01097	Transport and binding proteins	Anions	GO:0005887	integral component of plasma membrane	PhnE: phosphonate ABC transporter, permease protein PhnE
T635	TIGR01097	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnE: phosphonate ABC transporter, permease protein PhnE
T635	TIGR01097	Transport and binding proteins	Anions	GO:0015416	ATPase-coupled organic phosphonate transmembrane transporter activity	PhnE: phosphonate ABC transporter, permease protein PhnE
T635	TIGR01097	Transport and binding proteins	Anions	GO:0015716	organic phosphonate transport	PhnE: phosphonate ABC transporter, permease protein PhnE
T638	TIGR02546	Protein fate	Protein and peptide secretion and trafficking	GO:0009405	pathogenesis	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
T638	TIGR02546	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
T638	TIGR02546	Protein fate	Protein and peptide secretion and trafficking	GO:0030257	type III protein secretion system complex	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
T638	TIGR02546	Protein fate	Protein and peptide secretion and trafficking	GO:0046961	proton-transporting ATPase activity, rotational mechanism	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
T638	TIGR02546	Cellular processes	Pathogenesis	GO:0009405	pathogenesis	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
T638	TIGR02546	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
T638	TIGR02546	Cellular processes	Pathogenesis	GO:0030257	type III protein secretion system complex	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
T638	TIGR02546	Cellular processes	Pathogenesis	GO:0046961	proton-transporting ATPase activity, rotational mechanism	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
T640	TIGR00934	Transport and binding proteins	Cations and iron carrying compounds			2a38euk: potassium uptake protein, Trk family
T641	TIGR02544	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	III_secr_YscJ: type III secretion apparatus lipoprotein, YscJ/HrcJ family
T641	TIGR02544	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	III_secr_YscJ: type III secretion apparatus lipoprotein, YscJ/HrcJ family
T649	TIGR04518	Transport and binding proteins	Unknown substrate	GO:0006810	transport	ECF_S_folT_fam: ECF transporter S component, folate family
T649	TIGR04518	Transport and binding proteins	Unknown substrate	GO:0005215	transporter activity	ECF_S_folT_fam: ECF transporter S component, folate family
T652	TIGR00885	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005887	integral component of plasma membrane	fucP: L-fucose:H+ symporter permease
T652	TIGR00885	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015535	fucose:proton symporter activity	fucP: L-fucose:H+ symporter permease
T652	TIGR00885	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015756	fucose transport	fucP: L-fucose:H+ symporter permease
T654	TIGR00439	Cellular processes	Cell division	GO:0000910	cytokinesis	ftsX: putative protein insertion permease FtsX
T654	TIGR00439	Protein fate	Protein and peptide secretion and trafficking	GO:0000910	cytokinesis	ftsX: putative protein insertion permease FtsX
T657	TIGR00910	Transport and binding proteins	Amino acids, peptides and amines	GO:0006865	amino acid transport	2A0307_GadC: glutamate:gamma-aminobutyrate antiporter
